P_prefix,amount,day,payee,payer,step
188,188,1,H3,H2,1
319,131,1,H8,H7,2
582,263,1,H13,H12,3
710,128,1,H18,H17,4
884,174,1,H23,H22,5
1024,140,1,H28,H27,6
1154,130,1,H33,H32,7
1264,110,1,H38,H37,8
1536,272,1,H43,H42,9
1768,232,1,H48,H47,10
1987,219,1,H53,H52,11
2039,52,1,H58,H57,12
2136,97,1,H63,H62,13
2219,83,1,H68,H67,14
2462,243,1,H73,H72,15
2511,49,1,H78,H77,16
2621,110,1,H83,H82,17
2741,120,1,H88,H87,18
3041,300,1,H93,H92,19
3191,150,1,H98,H97,20
3216,25,1,big_mid,H2,21
3241,25,1,big_short,H7,22
3266,25,1,big_long,H12,23
3291,25,1,big_mid,H17,24
3316,25,1,big_short,H22,25
3341,25,1,big_long,H27,26
3366,25,1,big_mid,H32,27
3391,25,1,big_short,H37,28
3416,25,1,big_long,H42,29
3441,25,1,big_mid,H47,30
3466,25,1,big_short,H52,31
3491,25,1,big_long,H57,32
3516,25,1,big_mid,H62,33
3541,25,1,big_short,H67,34
3566,25,1,big_long,H72,35
3591,25,1,big_mid,H77,36
3616,25,1,big_short,H82,37
3641,25,1,big_long,H87,38
3666,25,1,big_mid,H92,39
3691,25,1,big_short,H97,40
21,21,3,H4,H3,1
52,31,3,H9,H8,2
103,51,3,H14,H13,3
269,166,3,H19,H18,4
447,178,3,H24,H23,5
474,27,3,H29,H28,6
643,169,3,H34,H33,7
905,262,3,H39,H38,8
1016,111,3,H44,H43,9
1324,308,3,H49,H48,10
1428,104,3,H54,H53,11
1512,84,3,H59,H58,12
1582,70,3,H64,H63,13
1617,35,3,H69,H68,14
1781,164,3,H74,H73,15
1799,18,3,H79,H78,16
1839,40,3,H84,H83,17
2007,168,3,H89,H88,18
2063,56,3,H94,H93,19
2356,293,3,H99,H98,20
2381,25,3,big_long,H3,21
2406,25,3,big_mid,H8,22
2431,25,3,big_short,H13,23
2456,25,3,big_long,H18,24
2481,25,3,big_mid,H23,25
2506,25,3,big_short,H28,26
2531,25,3,big_long,H33,27
2556,25,3,big_mid,H38,28
2581,25,3,big_short,H43,29
2606,25,3,big_long,H48,30
2631,25,3,big_mid,H53,31
2656,25,3,big_short,H58,32
2681,25,3,big_long,H63,33
2706,25,3,big_mid,H68,34
2731,25,3,big_short,H73,35
2756,25,3,big_long,H78,36
2781,25,3,big_mid,H83,37
2806,25,3,big_short,H88,38
2831,25,3,big_long,H93,39
2856,25,3,big_mid,H98,40
95,95,5,H5,H4,1
195,100,5,H10,H9,2
240,45,5,H15,H14,3
443,203,5,H20,H19,4
525,82,5,H25,H24,5
555,30,5,H30,H29,6
582,27,5,H35,H34,7
643,61,5,H40,H39,8
777,134,5,H45,H44,9
810,33,5,H50,H49,10
1081,271,5,H55,H54,11
1097,16,5,H60,H59,12
1141,44,5,H65,H64,13
1306,165,5,H70,H69,14
1374,68,5,H75,H74,15
1422,48,5,H80,H79,16
1680,258,5,H85,H84,17
1743,63,5,H90,H89,18
1883,140,5,H95,H94,19
1977,94,5,H100,H99,20
2002,25,5,big_short,H4,21
2027,25,5,big_long,H9,22
2052,25,5,big_mid,H14,23
2077,25,5,big_short,H19,24
2102,25,5,big_long,H24,25
2127,25,5,big_mid,H29,26
2152,25,5,big_short,H34,27
2177,25,5,big_long,H39,28
2202,25,5,big_mid,H44,29
2227,25,5,big_short,H49,30
2252,25,5,big_long,H54,31
2277,25,5,big_mid,H59,32
2302,25,5,big_short,H64,33
2327,25,5,big_long,H69,34
2352,25,5,big_mid,H74,35
2377,25,5,big_short,H79,36
2402,25,5,big_long,H84,37
2427,25,5,big_mid,H89,38
