run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_7683aab6ab63,active,0,200,80,40,80,22500.00000000000029999999999,0.008888888888888888770370370374
balanced_active_7683aab6ab63,active,1,120,40,60,20,26898.26666666666689999999999,0.004461254008932421876962607180
