agent_id,agent_kind,agent_name,amount,assets_cash,item_name,item_type,liabilities_cash,net_financial,total_financial_assets,total_financial_liabilities,total_inventory_value,total_nonfinancial_value
CB,,,,,,,40000.0,-40000.0,0,40000.0,0.0,0.0
H1,,,,397.0,,,,397.0,397.0,0,0.0,0.0
H2,,,,410.0,,,,410.0,410.0,0,0.0,0.0
H3,,,,466.0,,,,466.0,466.0,0,0.0,0.0
H4,,,,285.0,,,,285.0,285.0,0,0.0,0.0
H5,,,,372.0,,,,372.0,372.0,0,0.0,0.0
H6,,,,394.0,,,,394.0,394.0,0,0.0,0.0
H7,,,,517.0,,,,517.0,517.0,0,0.0,0.0
H8,,,,361.0,,,,361.0,361.0,0,0.0,0.0
H9,,,,451.0,,,,451.0,451.0,0,0.0,0.0
H10,,,,395.0,,,,395.0,395.0,0,0.0,0.0
H11,,,,332.0,,,,332.0,332.0,0,0.0,0.0
H12,,,,454.0,,,,454.0,454.0,0,0.0,0.0
H13,,,,307.0,,,,307.0,307.0,0,0.0,0.0
H14,,,,490.0,,,,490.0,490.0,0,0.0,0.0
H15,,,,356.0,,,,356.0,356.0,0,0.0,0.0
H16,,,,432.0,,,,432.0,432.0,0,0.0,0.0
H17,,,,377.0,,,,377.0,377.0,0,0.0,0.0
H18,,,,436.0,,,,436.0,436.0,0,0.0,0.0
H19,,,,391.0,,,,391.0,391.0,0,0.0,0.0
H20,,,,306.0,,,,306.0,306.0,0,0.0,0.0
H21,,,,378.0,,,,378.0,378.0,0,0.0,0.0
H22,,,,513.0,,,,513.0,513.0,0,0.0,0.0
H23,,,,364.0,,,,364.0,364.0,0,0.0,0.0
H24,,,,442.0,,,,442.0,442.0,0,0.0,0.0
H25,,,,394.0,,,,394.0,394.0,0,0.0,0.0
H26,,,,404.0,,,,404.0,404.0,0,0.0,0.0
H27,,,,396.0,,,,396.0,396.0,0,0.0,0.0
H28,,,,427.0,,,,427.0,427.0,0,0.0,0.0
H29,,,,412.0,,,,412.0,412.0,0,0.0,0.0
H30,,,,357.0,,,,357.0,357.0,0,0.0,0.0
H31,,,,302.0,,,,302.0,302.0,0,0.0,0.0
H32,,,,480.0,,,,480.0,480.0,0,0.0,0.0
H33,,,,420.0,,,,420.0,420.0,0,0.0,0.0
H34,,,,446.0,,,,446.0,446.0,0,0.0,0.0
H35,,,,325.0,,,,325.0,325.0,0,0.0,0.0
H36,,,,325.0,,,,325.0,325.0,0,0.0,0.0
H37,,,,534.0,,,,534.0,534.0,0,0.0,0.0
H38,,,,326.0,,,,326.0,326.0,0,0.0,0.0
H39,,,,435.0,,,,435.0,435.0,0,0.0,0.0
H40,,,,434.0,,,,434.0,434.0,0,0.0,0.0
H41,,,,321.0,,,,321.0,321.0,0,0.0,0.0
H42,,,,404.0,,,,404.0,404.0,0,0.0,0.0
H43,,,,469.0,,,,469.0,469.0,0,0.0,0.0
H44,,,,305.0,,,,305.0,305.0,0,0.0,0.0
H45,,,,455.0,,,,455.0,455.0,0,0.0,0.0
H46,,,,456.0,,,,456.0,456.0,0,0.0,0.0
H47,,,,416.0,,,,416.0,416.0,0,0.0,0.0
H48,,,,343.0,,,,343.0,343.0,0,0.0,0.0
H49,,,,334.0,,,,334.0,334.0,0,0.0,0.0
H50,,,,450.0,,,,450.0,450.0,0,0.0,0.0
H51,,,,341.0,,,,341.0,341.0,0,0.0,0.0
H52,,,,533.0,,,,533.0,533.0,0,0.0,0.0
H53,,,,308.0,,,,308.0,308.0,0,0.0,0.0
H54,,,,401.0,,,,401.0,401.0,0,0.0,0.0
H55,,,,468.0,,,,468.0,468.0,0,0.0,0.0
H56,,,,303.0,,,,303.0,303.0,0,0.0,0.0
H57,,,,464.0,,,,464.0,464.0,0,0.0,0.0
H58,,,,416.0,,,,416.0,416.0,0,0.0,0.0
H59,,,,403.0,,,,403.0,403.0,0,0.0,0.0
H60,,,,386.0,,,,386.0,386.0,0,0.0,0.0
H61,,,,379.0,,,,379.0,379.0,0,0.0,0.0
H62,,,,394.0,,,,394.0,394.0,0,0.0,0.0
H63,,,,290.0,,,,290.0,290.0,0,0.0,0.0
H64,,,,518.0,,,,518.0,518.0,0,0.0,0.0
H65,,,,416.0,,,,416.0,416.0,0,0.0,0.0
H66,,,,416.0,,,,416.0,416.0,0,0.0,0.0
H67,,,,301.0,,,,301.0,301.0,0,0.0,0.0
H68,,,,504.0,,,,504.0,504.0,0,0.0,0.0
H69,,,,343.0,,,,343.0,343.0,0,0.0,0.0
H70,,,,392.0,,,,392.0,392.0,0,0.0,0.0
