run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_f723acaaf1a5,active,0,200,80,80,40,7687.499999999999699999999999,0.02601626016260162703152885188
balanced_active_f723acaaf1a5,active,1,120,40,80,0,16679.99999999999969999999999,0.007194244604316546891982816629
balanced_active_f723acaaf1a5,active,2,140,80,60,0,16651.14999999999969999999999,0.008407827687577134463526441498
