run_id,regime,day,bucket,side,trader_id,ticket_id,issuer_id,maturity_day,face_value,price,unit_price,is_passthrough,dealer_inventory_before,dealer_cash_before,dealer_bid_before,dealer_ask_before,vbt_mid_before,trader_cash_before,trader_safety_margin_before,dealer_inventory_after,dealer_cash_after,dealer_bid_after,dealer_ask_after,trader_cash_after,trader_safety_margin_after,is_liquidity_driven,reduces_margin_below_zero,hit_inventory_limit
balanced_active_7fb6734f69f0,active,0,mid,SELL,H4,TKT_PAY_5098cbc3fb0e,H3,8,2177,1850.45,0.85,True,0,0E-13,0.85,1.15,1.0,625,1154.45,0,0E-13,0.85,1.15,2475.45,1154.45,False,False,False
balanced_active_7fb6734f69f0,active,0,mid,SELL,H2,TKT_PAY_7904f6163b08,H1,4,3036,2580.60,0.85,True,0,0E-13,0.85,1.15,1.0,625,1244.60,0,0E-13,0.85,1.15,3205.60,1244.60,False,False,False
balanced_active_7fb6734f69f0,active,0,short,SELL,H3,TKT_PAY_707bf06b7fbc,H2,1,1461,1314.90,0.90,True,0,0E-13,0.90,1.10,1.0,625,-737.10,0,0E-13,0.90,1.10,1939.90,-737.10,False,False,False
balanced_active_7fb6734f69f0,active,0,mid,SELL,H5,TKT_PAY_ab04b8629a87,H4,5,821,697.85,0.85,True,0,0E-13,0.85,1.15,1.0,625,-4180.15,0,0E-13,0.85,1.15,1322.85,-4180.15,False,False,False
balanced_active_7fb6734f69f0,active,0,short,SELL,H1,TKT_PAY_27d730dffca5,H5,2,5003,4502.70,0.90,True,0,0E-13,0.90,1.10,1.0,625,1591.70,0,0E-13,0.90,1.10,5127.70,1591.70,False,False,False
balanced_active_7fb6734f69f0,active,0,short,BUY,big_mid,TKT_PAY_707bf06b7fbc,H2,1,1461,1607.10,1.10,True,0,0E-13,0.90,1.10,1.0,666.6666666666666,1566.6666666666666,0,0E-13,0.90,1.10,-940.4333333333334,1274.4666666666666,False,False,False
balanced_active_7fb6734f69f0,active,1,short,BUY,big_long,TKT_PAY_27d730dffca5,H5,2,5003,5503.30,1.10,True,0,0E-13,0.90,1.10,1.0,666.6666666666666,1091.6666666666666,0,0E-13,0.90,1.10,-4836.6333333333334,91.0666666666666,False,False,False
