run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_83afe3296b4e,active,0,200,200,0,0,22124.99999999999999999999999,0.009039548022598870056497175145
balanced_active_83afe3296b4e,active,1,0,0,0,0,26323.39999999999999999999999,0E+23
