run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_67eddf15a01d,active,0,200,80,80,40,40499.99999999999970000000001,0.004938271604938271641518061270
balanced_active_67eddf15a01d,active,1,160,40,120,0,40052.29999999999970000000001,0.003994776829295695907561689310
balanced_active_67eddf15a01d,active,2,160,80,80,0,40052.29999999999970000000001,0.003994776829295695907561689310
balanced_active_67eddf15a01d,active,3,120,40,80,0,40052.29999999999970000000001,0.002996082621971771930671266982
balanced_active_67eddf15a01d,active,4,120,80,40,0,40052.29999999999970000000001,0.002996082621971771930671266982
balanced_active_67eddf15a01d,active,5,80,40,40,0,40052.29999999999970000000001,0.001997388414647847953780844655
balanced_active_67eddf15a01d,active,6,80,80,0,0,40052.29999999999970000000001,0.001997388414647847953780844655
balanced_active_67eddf15a01d,active,7,40,40,0,0,40052.29999999999970000000001,0.0009986942073239239768904223275
balanced_active_67eddf15a01d,active,8,40,40,0,0,40052.29999999999970000000001,0.0009986942073239239768904223275
balanced_active_67eddf15a01d,active,9,0,0,0,0,40052.29999999999970000000001,0E+23
balanced_active_67eddf15a01d,active,10,0,0,0,0,40052.29999999999970000000001,0E+23
balanced_active_67eddf15a01d,active,11,0,0,0,0,40052.29999999999970000000001,0E+23
