P_prefix,amount,day,payee,payer,step
35,35,1,H2,H1,1
99,99,1,dealer_short,H2,2
326,227,1,H4,H3,3
326,151,1,H5,H4,4
326,118,1,H6,H5,5
326,61,1,H7,H6,6
326,31,1,H8,H7,7
359,64,1,H9,H8,8
390,95,1,H10,H9,9
390,69,1,H11,H10,10
428,107,1,H12,H11,11
487,166,1,H13,H12,12
487,74,1,H14,H13,13
487,12,1,H15,H14,14
534,59,1,H16,H15,15
534,22,1,H17,H16,16
534,12,1,H18,H17,17
652,130,1,H19,H18,18
652,60,1,dealer_short,H19,19
873,221,1,H21,H20,20
873,147,1,H22,H21,21
873,89,1,H23,H22,22
873,27,1,H24,H23,23
917,71,1,H25,H24,24
926,80,1,H26,H25,25
926,73,1,H27,H26,26
1011,158,1,H28,H27,27
1011,99,1,H29,H28,28
1057,145,1,H30,H29,29
1057,75,1,H31,H30,30
1057,42,1,H32,H31,31
1099,84,1,dealer_short,H32,32
1355,256,1,H34,H33,33
1355,56,1,H35,H34,34
1355,53,1,H36,H35,35
1355,46,1,H37,H36,36
1465,156,1,H38,H37,37
1465,130,1,H39,H38,38
1465,58,1,H40,H39,39
1482,75,1,H41,H40,40
1482,58,1,H42,H41,41
1482,45,1,H43,H42,42
1506,69,1,H44,H43,43
1566,129,1,dealer_short,H44,44
1822,256,1,H46,H45,45
1822,57,1,H47,H46,46
1848,83,1,H48,H47,47
1848,76,1,H49,H48,48
1848,29,1,H50,H49,49
1852,33,1,dealer_short,H50,50
2191,339,1,dealer_short,H52,51
2435,244,1,H54,H53,52
2435,91,1,H55,H54,53
2435,21,1,H56,H55,54
2512,98,1,H57,H56,55
2512,76,1,H58,H57,56
2540,104,1,H59,H58,57
2540,69,1,H60,H59,58
2540,46,1,H61,H60,59
2552,58,1,H62,H61,60
2578,84,1,H63,H62,61
2578,66,1,H64,H63,62
2597,85,1,H65,H64,63
2597,51,1,H66,H65,64
2624,78,1,H67,H66,65
2700,154,1,H68,H67,66
2700,20,1,H69,H68,67
2874,194,1,H70,H69,68
2874,69,1,dealer_short,H70,69
3123,249,1,H72,H71,70
3123,15,1,H73,H72,71
3123,11,1,H74,H73,72
3177,65,1,H75,H74,73
3223,111,1,H76,H75,74
3223,48,1,H77,H76,75
3223,45,1,H78,H77,76
3336,158,1,dealer_short,H78,77
3594,258,1,H80,H79,78
3594,100,1,H81,H80,79
3609,115,1,dealer_short,H81,80
3929,320,1,H83,H82,81
3929,169,1,H84,H83,82
3929,145,1,H85,H84,83
3929,45,1,H86,H85,84
3932,48,1,H87,H86,85
3948,64,1,H88,H87,86
3948,57,1,H89,H88,87
4052,161,1,H90,H89,88
4052,62,1,H91,H90,89
4177,187,1,H92,H91,90
4177,25,1,H93,H92,91
4193,41,1,H94,H93,92
4193,29,1,H95,H94,93
4379,215,1,H96,H95,94
4379,1,1,H97,H96,95
4458,80,1,H98,H97,96
4458,39,1,H99,H98,97
4536,117,1,H100,H99,98
4521,137,1,H1,H100,99
