G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.6948137113802004,5000,2661,0,2661,0,1,1,0,2,1,,0,
0,0.5171132538795333,5000,1227,0,1227,0,3,1,0,2,1,,0,
0,0.6486476034726604,5000,2199,0,2199,0,5,1,0,2,1,,0,
439,0.833044431578826,5000,5439,0,5439,0,7,1,0,2,1,,0,
0,0.753458875745928,5000,3472,0,3472,0,9,1,0,2,1,,0,
