run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_1a27a9d5f2ed,active,H2,PAY_f283d3c40bf1,1,26,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H2,PAY_a20305ac8d25,1,500,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H5,PAY_9757d5e0c1ec,3,90,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H5,PAY_821bb2e0ce82,3,500,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H3,PAY_678dbb8e5d6a,5,8270,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H3,PAY_f0495dccd895,5,500,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H1,PAY_4d0182a8688a,7,1238,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H1,PAY_0419932c4ba2,7,500,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H4,PAY_7cc2b8b243a3,9,2872,repaid,0,0,0,no_trade
balanced_active_1a27a9d5f2ed,active,H4,PAY_c475ff86f48c,9,500,repaid,0,0,0,no_trade
