G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12318308618411393,2500,973,0,973,0,1,1,0,10,10,,0,
0,0.18409119897959184,2500,1120,28,1120,0,2,0.975,28,10,10,,0.025,1
0,0.12510780720677334,2500,1183,0,1183,0,3,1,0,10,10,,0,
0,0.14535105966337483,2500,1306,30,1306,0,4,0.9770290964777948,30,10,10,,0.022970903522205207,1
0,0.1398378988406689,2500,855,14,855,0,5,0.9836257309941521,14,10,10,,0.016374269005847954,1
0,0.12495330265592518,2500,954,21,954,0,6,0.9779874213836478,21,10,10,,0.0220125786163522,1
0,0.16047765461925553,2500,731,54,731,0,7,0.9261285909712722,54,10,10,,0.07387140902872777,1
0,0.12041538162060805,2500,869,16,869,0,8,0.9815880322209436,16,10,10,,0.018411967779056387,1
0,0.13974332972778078,2500,1032,11,1032,0,9,0.9893410852713178,11,10,10,,0.01065891472868217,1
0,0.1465713364729923,2500,927,122,927,0,10,0.8683926645091694,122,10,10,,0.13160733549083065,1
