run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_53cbb5842adb,active,H1,PAY_bdf8b0762113,1,901,repaid,0,1,1631.70,sell_before
