run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_2f32980ba2d6,active,H2,PAY_6841d3268681,1,791,repaid,0,1,1545.30,sell_before
balanced_active_2f32980ba2d6,active,H2,PAY_f2d954f1df73,1,500,repaid,0,1,1545.30,sell_before
