run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_5c07f2d93501,active,0,200,80,40,80,41250.00000000000030000000001,0.004848484848484848449586776858
balanced_active_5c07f2d93501,active,1,160,40,80,40,40700.40000000000030000000001,0.003931165295672769771811835050
balanced_active_5c07f2d93501,active,2,120,0,120,0,40700.40000000000030000000001,0.002948373971754577328858876287
balanced_active_5c07f2d93501,active,3,120,0,120,0,40700.40000000000030000000001,0.002948373971754577328858876287
balanced_active_5c07f2d93501,active,4,120,0,120,0,40700.40000000000030000000001,0.002948373971754577328858876287
balanced_active_5c07f2d93501,active,5,120,40,80,0,40700.40000000000030000000001,0.002948373971754577328858876287
balanced_active_5c07f2d93501,active,6,120,80,40,0,40700.40000000000030000000001,0.002948373971754577328858876287
balanced_active_5c07f2d93501,active,7,120,120,0,0,40700.40000000000030000000001,0.002948373971754577328858876287
balanced_active_5c07f2d93501,active,8,80,80,0,0,40700.40000000000030000000001,0.001965582647836384885905917525
balanced_active_5c07f2d93501,active,9,40,40,0,0,40700.40000000000030000000001,0.0009827913239181924429529587624
balanced_active_5c07f2d93501,active,10,0,0,0,0,40700.40000000000030000000001,0E+23
balanced_active_5c07f2d93501,active,11,0,0,0,0,40700.40000000000030000000001,0E+23
balanced_active_5c07f2d93501,active,12,0,0,0,0,40700.40000000000030000000001,0E+23
