G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.22248583651289167,8125,1395,7,1395,0,1,0.9949820788530466,7,11,10,,0.005017921146953405,1
0,0.4134744897959184,8125,1400,0,1400,0,2,1,0,9,10,,0,
0,0.22238510150580668,8125,1124,0,1124,0,3,1,0,9,10,,0,
0,0.23514483456104335,8125,2912,0,2912,0,4,1,0,10,10,,0,
0,0.180289476875724,8125,489,0,489,0,5,1,0,10,10,,0,
0,0.14489244404862262,8125,2377,0,2377,0,6,1,0,11,10,,0,
0,0.13823618553640893,8125,1265,0,1265,0,7,1,0,12,10,,0,
0,0.25366533831670834,8125,1206,0,1206,0,8,1,0,8,10,,0,
0,0.2612898350796702,8125,2032,0,2032,0,9,1,0,11,10,,0,
0,0.12834209064889573,8125,765,0,765,0,10,1,0,12,10,,0,
