G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.11920066385544209,51836,1215,1215,1215,0,1,0,1215,12,10,,1,1
0,0.18410189399282792,51836,734,734,734,0,2,0,734,10,10,,1,1
0,0.16507450977632995,51836,1508,1508,1508,0,3,0,1508,11,10,,1,1
0,0.2200507222783899,51836,1742,428,1742,0,4,0.7543053960964409,428,13,10,,0.24569460390355913,1
0,0.294903055513329,51836,1345,0,1345,0,5,1,0,12,10,,0,
0,0.30137064886050224,51836,2075,0,2075,0,6,1,0,12,10,,0,
0,0.23733500990702636,51836,1620,0,1620,0,7,1,0,10,10,,0,
0,0.2125783746926646,51836,1342,0,1342,0,8,1,0,11,10,,0,
0,0.15551316162886913,51836,1918,0,1918,0,9,1,0,11,10,,0,
0,0.2985143672343429,51836,1454,0,1454,0,10,1,0,12,10,,0,
