run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_34bff1a54311,active,H2,PAY_99078fdb854d,1,2597,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H2,PAY_bf0e40357f04,1,500,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H3,PAY_9d3b3bbf40fc,3,1778,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H3,PAY_8eee1cab8891,3,500,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H4,PAY_db4037fcf89f,5,2326,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H4,PAY_aa13df4f647f,5,500,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H5,PAY_fa5a4533290e,7,2671,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H5,PAY_8cbe11a3cf08,7,500,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H1,PAY_9becb034bc6e,9,3125,repaid,0,0,0,no_trade
balanced_active_34bff1a54311,active,H1,PAY_fe32d31b28e2,9,500,repaid,0,0,0,no_trade
