P_prefix,amount,day,payee,payer,step
153,153,1,H3,H2,1
188,35,1,H23,H22,2
57,57,2,H12,H11,1
88,31,2,H42,H41,2
168,80,2,H62,H61,3
130,130,3,H31,H30,1
187,57,3,H51,H50,2
226,39,3,H91,H90,3
321,95,3,H1,H100,4
69,69,4,H10,H9,1
151,82,4,H20,H19,2
258,107,4,dealer_short,H29,3
301,43,4,H40,H39,4
357,56,4,dealer_short,H59,5
405,48,4,H70,H69,6
464,59,4,H80,H79,7
95,95,5,dealer_short,H18,1
198,103,5,dealer_short,H28,2
327,129,5,H39,H38,3
432,105,5,H49,H48,4
548,116,5,dealer_short,H58,5
635,87,5,H69,H68,6
735,100,5,dealer_short,H78,7
806,71,5,H89,H88,8
118,118,6,dealer_short,H17,1
232,114,6,dealer_short,H37,2
311,79,6,dealer_short,H57,3
469,158,6,dealer_short,H77,4
550,81,6,dealer_short,H87,5
80,80,7,dealer_short,H6,1
153,73,7,dealer_short,H16,2
187,34,7,dealer_short,H26,3
263,76,7,dealer_short,H36,4
296,33,7,dealer_short,H46,5
367,71,7,dealer_short,H56,6
419,52,7,dealer_short,H66,7
530,111,7,dealer_short,H76,8
609,79,7,dealer_short,H86,9
664,55,7,dealer_short,H96,10
88,88,8,dealer_short,H5,1
179,91,8,dealer_short,H15,2
294,115,8,H26,H25,3
365,71,8,dealer_short,H35,4
457,92,8,H46,H45,5
562,105,8,dealer_short,H55,6
618,56,8,dealer_short,H65,7
711,93,8,dealer_short,H75,8
815,104,8,dealer_short,H95,9
129,129,9,dealer_short,H4,1
233,104,9,dealer_short,H14,2
310,77,9,dealer_short,H24,3
390,80,9,dealer_short,H34,4
442,52,9,dealer_short,H44,5
496,54,9,dealer_short,H54,6
606,110,9,dealer_short,H74,7
674,68,9,dealer_short,H84,8
775,101,9,dealer_short,H94,9
71,71,10,dealer_short,H3,1
140,69,10,dealer_short,H43,2
231,91,10,dealer_short,H63,3
319,88,10,dealer_short,H83,4
