DS_t,agent,day
0.13648528099910795,H2,1
0,H23,1
0,H3,1
0,H63,1
0,H13,1
0.14540588760035683,H32,1
0.1400535236396075,H12,1
0,H73,1
0,H83,1
0,H33,1
0.06155218554861731,H42,1
0,H93,1
0,H53,1
0.18376449598572703,H82,1
0.058876003568242644,H92,1
0.12132024977698483,H62,1
0.031222123104371096,H22,1
0,H43,1
0.06690454950936664,H52,1
0.054415700267618196,H72,1
0,H2,2
0.09445100354191263,H61,2
0,H32,2
0.13931523022432113,H31,2
0.08382526564344746,H21,2
0.19480519480519481,H51,2
0,H12,2
0,H42,2
0.07792207792207792,H81,2
0,H82,2
0,H92,2
0,H62,2
0.03659976387249114,H41,2
0.12278630460448642,H71,2
0,H22,2
0.06729634002361275,H11,2
0.1192443919716647,H1,2
0,H52,2
0,H72,2
0.06375442739079103,H91,2
0.11436170212765957,H20,3
0.08421985815602837,H100,3
0.1950354609929078,H80,3
0,H61,3
0,H31,3
0,H21,3
0,H51,3
0.11524822695035461,H30,3
0.07712765957446809,H40,3
0.15425531914893617,H60,3
0,H81,3
0,H41,3
0,H71,3
0.05053191489361702,H50,3
0,H91,3
0,H11,3
0.06205673758865248,H10,3
0,H1,3
0.034574468085106384,H90,3
0.1125886524822695,H70,3
0.23529411764705882,H99,4
0,H20,4
0,H100,4
0,H70,4
0.10444177671068428,H49,4
0,H80,4
0.05162064825930372,H39,4
0.10324129651860744,H89,4
0,H30,4
0,H40,4
0,H60,4
0.08283313325330131,H9,4
0.07082833133253301,H79,4
0.057623049219687875,H69,4
0.06722689075630252,H59,4
0,H50,4
0.09843937575030012,H19,4
0,H10,4
0,H90,4
0.12845138055222088,H29,4
0,H99,5
0.1303030303030303,H38,5
0,H49,5
0,H39,5
0,H89,5
0.07171717171717172,H88,5
0.10404040404040404,H28,5
0.1202020202020202,H98,5
0.06565656565656566,H8,5
0,H9,5
0,H79,5
0.10606060606060606,H48,5
0.08787878787878788,H68,5
0,H69,5
0.09595959595959595,H18,5
0,H59,5
0.10101010101010101,H78,5
0,H19,5
0.11717171717171718,H58,5
0,H29,5
0.1353898886032562,H77,6
0,H38,6
0.0676949443016281,H57,6
0.08483290488431877,H47,6
0,H88,6
0,H28,6
0.13453299057412169,H67,6
0,H98,6
0,H8,6
0.08140531276778064,H27,6
0.09768637532133675,H37,6
0.06940874035989718,H87,6
0,H48,6
0.10968294772922023,H97,6
0,H68,6
0,H18,6
0.10111396743787489,H17,6
0,H78,6
0.11825192802056556,H7,6
0,H58,6
0,H77,7
0.04969879518072289,H46,7
0,H47,7
0,H57,7
0.10993975903614457,H16,7
0.11897590361445783,H86,7
0.08283132530120482,H96,7
0,H67,7
0,H27,7
0.0783132530120482,H66,7
0,H37,7
0,H87,7
0,H97,7
0,H17,7
0,H7,7
0.1144578313253012,H36,7
0.16716867469879518,H76,7
0.10692771084337349,H56,7
0.12048192771084337,H6,7
0.05120481927710843,H26,7
0.09191919191919191,H15,8
0,H76,8
0,H46,8
0.10606060606060606,H55,8
0,H16,8
0,H86,8
0.11616161616161616,H25,8
0.17676767676767677,H85,8
0.09292929292929293,H45,8
0.05656565656565657,H65,8
0,H96,8
0.10505050505050505,H95,8
0,H66,8
0.07171717171717172,H35,8
0.08888888888888889,H5,8
0,H36,8
0.09393939393939393,H75,8
0,H56,8
0,H6,8
0,H26,8
0,H15,9
0.053007135575942915,H44,9
0.05504587155963303,H54,9
0.20998980632008155,H64,9
0,H55,9
0,H25,9
0.13149847094801223,H4,9
0.10601427115188583,H14,9
0,H85,9
0.10295616717635066,H94,9
0,H45,9
0,H65,9
0.11213047910295616,H74,9
0.06931702344546381,H84,9
0,H95,9
0,H35,9
0.08154943934760449,H34,9
0,H5,9
0.07849133537206932,H24,9
0,H75,9
0,H44,10
0.09415584415584416,H23,10
0,H54,10
0,H64,10
0.05762987012987013,H3,10
0.07386363636363637,H63,10
0.10146103896103896,H13,10
0,H4,10
0.12012987012987013,H73,10
0,H14,10
0,H94,10
0.07142857142857142,H83,10
0.1331168831168831,H33,10
0.18425324675324675,H93,10
0,H74,10
0.10795454545454546,H53,10
0,H84,10
0,H34,10
0.056006493506493504,H43,10
0,H24,10
