P_prefix,amount,day,payee,payer,step
223,223,1,H3,H2,1
375,152,1,H13,H12,2
461,86,1,H23,H22,3
534,73,1,H33,H32,4
698,164,1,H43,H42,5
788,90,1,H53,H52,6
877,89,1,H63,H62,7
953,76,1,H73,H72,8
1026,73,1,H83,H82,9
1081,55,1,H93,H92,10
1106,25,1,big_mid,H2,11
1131,25,1,big_long,H12,12
1156,25,1,big_short,H22,13
1181,25,1,big_mid,H32,14
1206,25,1,big_long,H42,15
1231,25,1,big_short,H52,16
1256,25,1,big_mid,H62,17
1281,25,1,big_long,H72,18
1306,25,1,big_short,H82,19
1331,25,1,big_mid,H92,20
137,137,2,H6,H5,1
238,101,2,H16,H15,2
260,22,2,H26,H25,3
387,127,2,H36,H35,4
587,200,2,H46,H45,5
752,165,2,H56,H55,6
940,188,2,H66,H65,7
1020,80,2,H76,H75,8
1166,146,2,H86,H85,9
1437,271,2,H96,H95,10
1462,25,2,big_mid,H5,11
1487,25,2,big_long,H15,12
1512,25,2,big_short,H25,13
1537,25,2,big_mid,H35,14
1562,25,2,big_long,H45,15
1587,25,2,big_short,H55,16
1612,25,2,big_mid,H65,17
1637,25,2,big_long,H75,18
1662,25,2,big_short,H85,19
1687,25,2,big_mid,H95,20
200,200,3,H9,H8,1
289,89,3,H19,H18,2
356,67,3,H29,H28,3
493,137,3,H39,H38,4
639,146,3,H49,H48,5
832,193,3,H59,H58,6
914,82,3,H69,H68,7
955,41,3,H79,H78,8
1063,108,3,H89,H88,9
1214,151,3,H99,H98,10
1239,25,3,big_mid,H8,11
1264,25,3,big_long,H18,12
1289,25,3,big_short,H28,13
1314,25,3,big_mid,H38,14
1339,25,3,big_long,H48,15
1364,25,3,big_short,H58,16
1389,25,3,big_mid,H68,17
1414,25,3,big_long,H78,18
1439,25,3,big_short,H88,19
1464,25,3,big_mid,H98,20
113,113,4,H2,H1,1
198,85,4,H12,H11,2
314,116,4,H22,H21,3
453,139,4,H32,H31,4
528,75,4,H42,H41,5
714,186,4,H52,H51,6
794,80,4,H62,H61,7
919,125,4,H72,H71,8
1000,81,4,H82,H81,9
1065,65,4,H92,H91,10
1090,25,4,big_short,H1,11
1115,25,4,big_mid,H11,12
1140,25,4,big_long,H21,13
1165,25,4,big_short,H31,14
1190,25,4,big_mid,H41,15
1215,25,4,big_long,H51,16
1240,25,4,big_short,H61,17
1265,25,4,big_mid,H71,18
1290,25,4,big_long,H81,19
1315,25,4,big_short,H91,20
101,101,5,H5,H4,1
287,186,5,H15,H14,2
457,170,5,H25,H24,3
551,94,5,H35,H34,4
623,72,5,H45,H44,5
798,175,5,H55,H54,6
871,73,5,H65,H64,7
1026,155,5,H75,H74,8
1140,114,5,H85,H84,9
1296,156,5,H95,H94,10
1321,25,5,big_short,H4,11
1346,25,5,big_mid,H14,12
1371,25,5,big_long,H24,13
1396,25,5,big_short,H34,14
1421,25,5,big_mid,H44,15
1446,25,5,big_long,H54,16
1471,25,5,big_short,H64,17
1496,25,5,big_mid,H74,18
1521,25,5,big_long,H84,19
1546,25,5,big_short,H94,20
132,132,6,H8,H7,1
207,75,6,H18,H17,2
438,231,6,H28,H27,3
582,144,6,H38,H37,4
739,157,6,H48,H47,5
1012,273,6,H58,H57,6
1169,157,6,H68,H67,7
1326,157,6,H78,H77,8
1468,142,6,H88,H87,9
1585,117,6,H98,H97,10
1610,25,6,big_short,H7,11
1635,25,6,big_mid,H17,12
1660,25,6,big_long,H27,13
1685,25,6,big_short,H37,14
1710,25,6,big_mid,H47,15
1735,25,6,big_long,H57,16
1760,25,6,big_short,H67,17
1785,25,6,big_mid,H77,18
1810,25,6,big_long,H87,19
1835,25,6,big_short,H97,20
140,140,7,H11,H10,1
213,73,7,H21,H20,2
383,170,7,H31,H30,3
516,133,7,H41,H40,4
599,83,7,H51,H50,5
735,136,7,H61,H60,6
840,105,7,H71,H70,7
909,69,7,H81,H80,8
975,66,7,H91,H90,9
1054,79,7,H1,H100,10
1079,25,7,big_short,H10,11
1104,25,7,big_mid,H20,12
1129,25,7,big_long,H30,13
1154,25,7,big_short,H40,14
1179,25,7,big_mid,H50,15
1204,25,7,big_long,H60,16
1229,25,7,big_short,H70,17
1254,25,7,big_mid,H80,18
1279,25,7,big_long,H90,19
1304,25,7,big_short,H100,20
132,132,8,H4,H3,1
255,123,8,H14,H13,2
334,79,8,H24,H23,3
459,125,8,H34,H33,4
545,86,8,H44,H43,5
649,104,8,H54,H53,6
825,176,8,H64,H63,7
912,87,8,H74,H73,8
997,85,8,H84,H83,9
1113,116,8,H94,H93,10
1138,25,8,big_long,H3,11
1163,25,8,big_short,H13,12
1188,25,8,big_mid,H23,13
1213,25,8,big_long,H33,14
1238,25,8,big_short,H43,15
1263,25,8,big_mid,H53,16
1288,25,8,big_long,H63,17
1313,25,8,big_short,H73,18
1338,25,8,big_mid,H83,19
1363,25,8,big_long,H93,20
157,157,9,H7,H6,1
344,187,9,H17,H16,2
434,90,9,H27,H26,3
531,97,9,H37,H36,4
699,168,9,H47,H46,5
789,90,9,H57,H56,6
969,180,9,H67,H66,7
1156,187,9,H77,H76,8
1217,61,9,H87,H86,9
1342,125,9,H97,H96,10
1367,25,9,big_long,H6,11
1392,25,9,big_short,H16,12
1417,25,9,big_mid,H26,13
1442,25,9,big_long,H36,14
1467,25,9,big_short,H46,15
1492,25,9,big_mid,H56,16
1517,25,9,big_long,H66,17
1542,25,9,big_short,H76,18
1567,25,9,big_mid,H86,19
1592,25,9,big_long,H96,20
68,68,10,H10,H9,1
94,26,10,H20,H19,2
278,184,10,H30,H29,3
354,76,10,H40,H39,4
476,122,10,H50,H49,5
589,113,10,H60,H59,6
747,158,10,H70,H69,7
904,157,10,H80,H79,8
1086,182,10,H90,H89,9
1260,174,10,H100,H99,10
1285,25,10,big_long,H9,11
1310,25,10,big_short,H19,12
1335,25,10,big_mid,H29,13
1360,25,10,big_long,H39,14
1385,25,10,big_short,H49,15
1410,25,10,big_mid,H59,16
1435,25,10,big_long,H69,17
1460,25,10,big_short,H79,18
1485,25,10,big_mid,H89,19
1510,25,10,big_long,H99,20
