G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.1305328090809701,6276,2738,0,2738,0,1,1,0,13,10,,0,
0,0.15603461525610612,6276,1730,0,1730,0,2,1,0,13,10,,0,
0,0.12126516417645447,6276,1018,0,1018,0,3,1,0,13,10,,0,
0,0.15014892370650892,6276,1206,0,1206,0,4,1,0,13,10,,0,
0,0.11778353570763264,6276,972,0,972,0,5,1,0,12,10,,0,
0,0.10822427604684483,6276,2308,0,2308,0,6,1,0,13,10,,0,
0,0.11309398358248104,6276,1551,0,1551,0,7,1,0,13,10,,0,
0,0.11967986022790046,6276,1116,0,1116,0,8,1,0,13,10,,0,
0,0.13544073395875006,6276,1598,0,1598,0,9,1,0,13,10,,0,
0,0.10799045575162923,6276,713,0,713,0,10,1,0,13,10,,0,
