G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.26902728748486177,12665,985,270,985,0,1,0.7258883248730964,270,10,10,,0.27411167512690354,1
0,0.2127661611978032,12665,914,253,914,0,2,0.7231947483588621,253,10,10,,0.27680525164113784,1
0,0.22263020833333333,12665,1440,710,1440,0,3,0.5069444444444444,710,10,10,,0.4930555555555556,1
0,0.1888956295954767,12665,1015,528,1015,0,4,0.4798029556650246,528,10,10,,0.5201970443349754,1
0,0.20617196789536266,12665,928,631,928,0,5,0.32004310344827586,631,10,10,,0.6799568965517241,1
0,0.14701393264720297,12665,1035,656,1035,0,6,0.36618357487922704,656,10,10,,0.633816425120773,1
0,0.20218625231124915,12665,597,597,597,0,7,0,597,10,10,,1,1
0,0.15373734726953348,12665,1284,411,1284,0,8,0.6799065420560748,411,10,10,,0.32009345794392524,1
0,0.14204715656247544,12665,937,577,937,0,9,0.384204909284952,577,10,10,,0.615795090715048,1
0,0.15098955332124106,12665,811,685,811,0,10,0.15536374845869297,685,10,10,,0.8446362515413071,1
