G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.5079622627536011,2500,2465,45,2465,0,1,0.9817444219066938,45,8,8,,0.018255578093306288,1
0,0.7962962962962963,2500,18,18,18,0,2,0,18,3,3,,1,1
0,0.6413467347723403,2500,714,13,714,0,3,0.9817927170868347,13,6,6,,0.018207282913165267,1
0,0.3045802609409898,2500,801,31,801,0,4,0.9612983770287141,31,8,8,,0.03870162297128589,1
0,0.7380248614658144,2500,1051,3,1051,0,5,0.9971455756422455,3,6,6,,0.0028544243577545195,1
0,0.3127110653041533,2500,604,52,604,0,6,0.9139072847682119,52,9,9,,0.08609271523178808,1
0,0.3389978859296876,2500,1196,47,1196,0,7,0.9607023411371237,47,8,8,,0.039297658862876256,1
0,0.3651154858941095,2500,851,12,851,0,8,0.9858989424206815,12,5,5,,0.01410105757931845,1
0,0.3405384083044983,2500,1700,15,1700,0,9,0.9911764705882353,15,7,7,,0.008823529411764706,1
0,0.37308794737254286,2500,565,76,565,0,10,0.8654867256637168,76,6,6,,0.13451327433628318,1
