G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2916928754483904,26842,8201,658,14998,0.45319375916788907,1,0.9105880784104547,1341,5,3,,0.08941192158954528,2.0379939209726445
