run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_f96792cd0c5a,active,H2,PAY_4bb6cdfbcd1f,1,2179,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H2,PAY_166273e589fc,1,500,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H5,PAY_ead72cb127a5,3,3964,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H5,PAY_fc065c19ddd8,3,500,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H3,PAY_87d3aa48d0ab,5,639,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H3,PAY_646ccc009b33,5,500,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H1,PAY_d2a52e458572,7,2403,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H1,PAY_472c9c6ba4a7,7,500,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H4,PAY_a438e6923c6d,9,3312,repaid,0,0,0,no_trade
balanced_active_f96792cd0c5a,active,H4,PAY_b374b3f3eb58,9,500,repaid,0,0,0,no_trade
