G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.11718556681407788,2500,794,0,794,0,1,1,0,10,10,,0,
0,0.11324792220836415,2500,1204,0,1204,0,2,1,0,10,10,,0,
0,0.12562683970163596,2500,926,0,926,0,3,1,0,10,10,,0,
0,0.12719334165967117,2500,884,0,884,0,4,1,0,10,10,,0,
0,0.12172833070117604,2500,847,0,847,0,5,1,0,10,10,,0,
0,0.12120376228535476,2500,923,0,923,0,6,1,0,10,10,,0,
0,0.112615819124303,2500,931,0,931,0,7,1,0,10,10,,0,
0,0.12238164411037934,2500,1244,82,1244,0,8,0.9340836012861736,82,10,10,,0.06591639871382636,1
0,0.11168918701778553,2500,1073,0,1073,0,9,1,0,10,10,,0,
0,0.13099546012386068,2500,1126,72,1126,0,10,0.9360568383658969,72,10,10,,0.06394316163410302,1
