G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.7076950509979251,51250.0,2813,2813,2813,0,1,0,2813,2,1,,1,1
0,0.8021999154012059,51250.0,4493,4493,4493,0,2,0,4493,2,1,,1,1
0,0.6359973443831414,51250.0,2090,2090,2090,0,8,0,2090,2,1,,1,1
0,0.6828570982205627,51250.0,2530,2530,2530,0,9,0,2530,2,1,,1,1
0,0.7274610731336806,51250.0,3072,3072,3072,0,10,0,3072,2,1,,1,1
