run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_bbbdad9b5883,active,H2,PAY_523e4684c6c6,1,2081,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H2,PAY_005797a02828,1,500,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H5,PAY_eac43188a591,3,3866,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H5,PAY_94ecd7f62b59,3,500,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H3,PAY_f947cb5faa7e,5,3,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H3,PAY_fde41b1b5998,5,500,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H1,PAY_bfe68e5c2a57,7,3219,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H1,PAY_06f6c0c9e45b,7,500,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H4,PAY_1267f2d48f26,9,3328,repaid,0,0,0,no_trade
balanced_active_bbbdad9b5883,active,H4,PAY_1942d3ab35a1,9,500,repaid,0,0,0,no_trade
