G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.8692438098516184,8542.666666666666,7110,0,7110,0,1,1,0,2,1,,0,
0,0.5830619258327531,8542.666666666666,1688,0,1688,0,2,1,0,2,1,,0,
0,0.5046713490320691,8542.666666666666,1107,0,1107,0,8,1,0,2,1,,0,
0,0.8040694988076451,8542.666666666666,4542,0,4542,0,9,1,0,2,1,,0,
0,0.8320163635824651,8542.666666666666,551,0,551,0,10,1,0,2,1,,0,
