G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.08648277974361719,26875,1718,1718,1718,0,1,0,1718,13,10,,1,1
0,0.08906518238807026,26875,1417,1417,1417,0,2,0,1417,13,10,,1,1
0,0.08962760937812912,26875,1443,1443,1443,0,3,0,1443,13,10,,1,1
0,0.09025974061133338,26875,1359,1359,1359,0,4,0,1359,13,10,,1,1
0,0.09286137604311223,26875,1379,1379,1379,0,5,0,1379,13,10,,1,1
0,0.08316231689252825,26875,1334,1334,1334,0,6,0,1334,13,10,,1,1
0,0.08362728136541289,26875,1336,1336,1336,0,7,0,1336,13,10,,1,1
0,0.08691779922483744,26875,1754,1629,1754,0,8,0.07126567844925884,1629,13,10,,0.9287343215507412,1
0,0.08732277780719674,26875,1198,0,1198,0,9,1,0,13,10,,0,
0,0.0953963100126873,26875,2012,0,2012,0,10,1,0,13,10,,0,
