G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.379187772149649,10000,1023,26,1023,0,1,0.9745845552297165,26,8,8,,0.02541544477028348,1
0,0.35536209425512527,10000,1812,48,1812,0,2,0.9735099337748344,48,7,7,,0.026490066225165563,1
0,0.21427574486252166,10000,349,349,349,0,3,0,349,9,9,,1,1
0,0.5384948096885813,10000,408,114,408,0,4,0.7205882352941176,114,9,9,,0.27941176470588236,1
0,0.39797893835786874,10000,2196,90,2196,0,5,0.9590163934426229,90,6,6,,0.040983606557377046,1
0,0.7495870000816578,10000,1596,93,1596,0,6,0.9417293233082706,93,6,6,,0.05827067669172932,1
0,0.3822290403486985,10000,351,54,351,0,7,0.8461538461538461,54,6,6,,0.15384615384615385,1
0,0.5101054065768141,10000,1383,131,1383,0,8,0.9052783803326103,131,8,8,,0.09472161966738973,1
0,0.3139330621301775,10000,208,208,208,0,9,0,208,6,6,,1,1
0,0.2996763075602275,10000,633,167,633,0,10,0.7361769352290679,167,7,7,,0.2638230647709321,1
