run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_cf6cabbf5672,active,H2,PAY_560376bf355e,1,237,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H2,PAY_aeb1e1415111,1,500,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H1,PAY_90d21b98ab9d,2,1782,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H1,PAY_37dbee6de8a7,2,500,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H5,PAY_03dcfe883641,8,501,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H5,PAY_68fa995a9c4a,8,500,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H4,PAY_3f4edbffb262,9,478,repaid,0,0,0,no_trade
balanced_active_cf6cabbf5672,active,H4,PAY_5e3c188c3877,9,500,repaid,0,0,0,no_trade
