run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_f0f92d7aa17d,active,0,200,80,120,0,21562.49999999999999999999999,0.009275362318840579710144927541
balanced_active_f0f92d7aa17d,active,1,120,60,60,0,26594.99999999999999999999999,0.004512126339537507050197405529
