run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_bcbec778722b,active,0,200,80,120,0,8062.499999999999999999999999,0.02480620155038759689922480620
balanced_active_bcbec778722b,active,1,80,40,40,0,18248.24999999999999999999999,0.004383982025673694737851574811
