G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.700957578849662,52500.0,2732,2732,2732,0,1,0,2732,2,1,,1,1
0,0.6087561178128157,52500.0,1874,1874,1874,0,2,0,1874,2,1,,1,1
0,0.7611919465654107,52500.0,3607,3607,3607,0,8,0,3607,2,1,,1,1
0,0.7819043412828394,52500.0,4014,4014,4014,0,9,0,4014,2,1,,1,1
0,0.7042368366182666,52500.0,2771,2771,2771,0,10,0,2771,2,1,,1,1
