G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.0936448688271605,8125,1440,0,1440,0,1,1,0,13,10,,0,
0,0.11117158707306513,8125,2132,0,2132,0,2,1,0,13,10,,0,
0,0.11890624680084355,8125,1326,0,1326,0,3,1,0,13,10,,0,
0,0.10374446517865889,8125,1262,0,1262,0,4,1,0,13,10,,0,
0,0.09740747597009612,8125,1325,0,1325,0,5,1,0,13,10,,0,
0,0.10877637351853307,8125,1623,0,1623,0,6,1,0,13,10,,0,
0,0.1308803557478517,8125,1290,0,1290,0,7,1,0,13,10,,0,
0,0.1754970133743077,8125,1498,0,1498,0,8,1,0,13,10,,0,
0,0.1522360285984537,8125,1461,0,1461,0,9,1,0,13,10,,0,
0,0.13745439184063674,8125,1593,0,1593,0,10,1,0,13,10,,0,
