run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_4134a5e35c69,active,0,200,80,80,40,78750.00000000000029999999999,0.002539682539682539672864701436
balanced_active_4134a5e35c69,active,1,160,40,120,0,78650.20000000000029999999999,0.002034324133950072592182890315
