run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_63aaa63becf0,active,0,200,80,80,40,6562.500000000000149999999999,0.03047619047619047549387755103
balanced_active_63aaa63becf0,active,1,120,40,80,0,7981.950000000000149999999999,0.01503392028263770103106533587
balanced_active_63aaa63becf0,active,2,140,80,60,0,7279.100000000000149999999999,0.01923314695498069776689809960
