G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.2640014591384244,21235,513,513,513,0,1,0,513,5,5,,1,1
0,0.3300538900288931,21235,1618,9,1618,0,2,0.9944375772558715,9,6,6,,0.005562422744128554,1
0,0.41736446032099705,21235,746,327,746,0,3,0.561662198391421,327,6,6,,0.4383378016085791,1
0,0.2543068562839635,21235,372,372,372,0,4,0,372,6,6,,1,1
0,0.4350322759186821,21235,1604,1236,1604,0,5,0.22942643391521197,1236,8,8,,0.770573566084788,1
0,0.3656468963003926,21235,1374,374,1374,0,6,0.727802037845706,374,7,7,,0.27219796215429404,1
0,0.32609519000126247,21235,178,178,178,0,7,0,178,8,8,,1,1
0,0.23989287839714343,21235,710,710,710,0,8,0,710,8,8,,1,1
0,0.3011557684298209,21235,980,316,980,0,9,0.6775510204081633,316,7,7,,0.3224489795918367,1
0,0.8999405187451743,21235,1870,97,1870,0,10,0.9481283422459893,97,7,7,,0.051871657754010696,1
