G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.14088573222487902,28175,1901,1195,1901,0,1,0.371383482377696,1195,13,10,,0.6286165176223041,1
0,0.14790809327846366,28175,2160,0,2160,0,2,1,0,13,10,,0,
0,0.16551185322730871,28175,1969,0,1969,0,3,1,0,13,10,,0,
0,0.12551694723555182,28175,1522,0,1522,0,4,1,0,13,10,,0,
0,0.10226711920712908,28175,979,0,979,0,5,1,0,13,10,,0,
0,0.1127340375727325,28175,1066,0,1066,0,6,1,0,13,10,,0,
0,0.13968986287325388,28175,1224,0,1224,0,7,1,0,13,10,,0,
0,0.12792284268268098,28175,1535,0,1535,0,8,1,0,13,10,,0,
0,0.15469066030435416,28175,1454,0,1454,0,9,1,0,13,10,,0,
0,0.09590204912879055,28175,1142,0,1142,0,10,1,0,13,10,,0,
