G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12475039256366037,6727,1221,101,1221,0,1,0.9172809172809173,101,13,10,,0.08271908271908272,1
0,0.1017831016168838,6727,1627,0,1627,0,2,1,0,13,10,,0,
0,0.11153331350386675,6727,1640,0,1640,0,3,1,0,13,10,,0,
0,0.09680966463524143,6727,1445,0,1445,0,4,1,0,13,10,,0,
0,0.09791274052767308,6727,1136,0,1136,0,5,1,0,13,10,,0,
0,0.11273715631991549,6727,1422,0,1422,0,6,1,0,13,10,,0,
0,0.13875210229067061,6727,1476,0,1476,0,7,1,0,13,10,,0,
0,0.09341467063555318,6727,1629,0,1629,0,8,1,0,13,10,,0,
0,0.12681329978627276,6727,1665,0,1665,0,9,1,0,13,10,,0,
0,0.10060465078779172,6727,1689,0,1689,0,10,1,0,13,10,,0,
