run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_99992ed3b894,active,0,200,80,40,80,40875.00000000000000000000001,0.004892966360856269113149847094
balanced_active_99992ed3b894,active,1,160,40,80,40,40875.00000000000000000000001,0.003914373088685015290519877675
balanced_active_99992ed3b894,active,2,120,0,120,0,40875.00000000000000000000001,0.002935779816513761467889908256
balanced_active_99992ed3b894,active,3,120,0,120,0,40875.00000000000000000000001,0.002935779816513761467889908256
balanced_active_99992ed3b894,active,4,120,0,120,0,40875.00000000000000000000001,0.002935779816513761467889908256
balanced_active_99992ed3b894,active,5,120,40,80,0,40875.00000000000000000000001,0.002935779816513761467889908256
balanced_active_99992ed3b894,active,6,120,80,40,0,40875.00000000000000000000001,0.002935779816513761467889908256
balanced_active_99992ed3b894,active,7,120,120,0,0,40875.00000000000000000000001,0.002935779816513761467889908256
balanced_active_99992ed3b894,active,8,80,80,0,0,40875.00000000000000000000001,0.001957186544342507645259938837
balanced_active_99992ed3b894,active,9,40,40,0,0,40875.00000000000000000000001,0.0009785932721712538226299694187
balanced_active_99992ed3b894,active,10,0,0,0,0,40875.00000000000000000000001,0E+23
balanced_active_99992ed3b894,active,11,0,0,0,0,40875.00000000000000000000001,0E+23
balanced_active_99992ed3b894,active,12,0,0,0,0,40875.00000000000000000000001,0E+23
