run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_99992ed3b894,active,H2,PAY_f3453315d828,1,2907,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H2,PAY_912347b6a1ab,1,500,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H1,PAY_0aab67670288,2,3949,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H1,PAY_5e1360f8c908,2,500,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H5,PAY_dbd01380310a,8,2284,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H5,PAY_007749aa9bfa,8,500,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H4,PAY_45a9c60197cf,9,1527,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H4,PAY_d87f2502cd45,9,500,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H3,PAY_5b40fcf96587,10,1831,repaid,0,0,0,no_trade
balanced_active_99992ed3b894,active,H3,PAY_56dd03d48930,10,500,repaid,0,0,0,no_trade
