run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_5eb865866325,active,0,200,80,80,40,40499.99999999999970000000001,0.004938271604938271641518061270
balanced_active_5eb865866325,active,1,160,40,120,0,40326.19999999999970000000001,0.003967643864286741651588623754
balanced_active_5eb865866325,active,2,160,80,80,0,40326.19999999999970000000001,0.003967643864286741651588623754
balanced_active_5eb865866325,active,3,120,40,80,0,40326.19999999999970000000001,0.002975732898215056238691467816
balanced_active_5eb865866325,active,4,120,80,40,0,40326.19999999999970000000001,0.002975732898215056238691467816
balanced_active_5eb865866325,active,5,80,40,40,0,40326.19999999999970000000001,0.001983821932143370825794311877
balanced_active_5eb865866325,active,6,80,80,0,0,40326.19999999999970000000001,0.001983821932143370825794311877
balanced_active_5eb865866325,active,7,40,40,0,0,40326.19999999999970000000001,0.0009919109660716854128971559386
