G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.130819091796875,6589,1280,0,1280,0,1,1,0,13,10,,0,
0,0.2066418917046221,6589,1316,0,1316,0,2,1,0,13,10,,0,
0,0.19212122921061262,6589,1609,0,1609,0,3,1,0,12,10,,0,
0,0.3745785915631782,6589,2642,0,2642,0,4,1,0,12,10,,0,
0,0.1204768889859867,6589,895,0,895,0,5,1,0,12,10,,0,
0,0.1217201166180758,6589,1176,0,1176,0,6,1,0,13,10,,0,
0,0.3673495957265518,6589,1733,0,1733,0,7,1,0,13,10,,0,
0,0.09136363604850524,6589,1201,0,1201,0,8,1,0,13,10,,0,
0,0.17619490358126721,6589,1320,0,1320,0,9,1,0,12,10,,0,
0,0.14731347052139881,6589,1780,0,1780,0,10,1,0,13,10,,0,
