run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_b9582abf0b27,active,H2,PAY_0cb8c71cfb27,1,5327,repaid,0,1,1944.90,sell_before
balanced_active_b9582abf0b27,active,H2,PAY_882fe538f59a,1,500,repaid,0,1,1944.90,sell_before
balanced_active_b9582abf0b27,active,H1,PAY_da7645002552,2,2161,repaid,0,0,0,no_trade
balanced_active_b9582abf0b27,active,H1,PAY_aba4c37fe267,2,500,repaid,0,0,0,no_trade
balanced_active_b9582abf0b27,active,H5,PAY_c3bb6f2994d4,8,1637,repaid,0,0,0,no_trade
balanced_active_b9582abf0b27,active,H5,PAY_78cfe6e1c551,8,500,repaid,0,0,0,no_trade
balanced_active_b9582abf0b27,active,H4,PAY_9903657b4f04,9,2478,repaid,0,0,0,no_trade
balanced_active_b9582abf0b27,active,H4,PAY_5f4aae6bb8ae,9,500,repaid,0,0,0,no_trade
balanced_active_b9582abf0b27,active,H3,PAY_0d6760062fdb,10,895,repaid,1,0,-2377.10,hold_to_maturity
balanced_active_b9582abf0b27,active,H3,PAY_68631cc44c5b,10,500,repaid,1,0,-2377.10,hold_to_maturity
