G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.18838135438847745,10000,798,373,798,0,1,0.5325814536340853,373,10,10,,0.4674185463659148,1
0,0.146325423312381,10000,1105,237,1105,0,2,0.7855203619909502,237,10,10,,0.21447963800904976,1
0,0.21769574381160325,10000,1053,348,1053,0,3,0.6695156695156695,348,10,10,,0.33048433048433046,1
0,0.2015887586426007,10000,983,226,983,0,4,0.7700915564598169,226,10,10,,0.2299084435401831,1
0,0.17365105194412492,10000,981,200,981,0,5,0.7961264016309888,200,9,9,,0.2038735983690112,1
0,0.15033914924228575,10000,1298,206,1298,0,6,0.8412942989214176,206,10,10,,0.15870570107858242,1
0,0.22128296226996486,10000,519,312,519,0,7,0.3988439306358382,312,10,10,,0.6011560693641619,1
0,0.18785716982682607,10000,671,309,671,0,8,0.5394932935916542,309,10,10,,0.46050670640834573,1
0,0.2014211087953508,10000,927,295,927,0,9,0.6817691477885652,295,10,10,,0.3182308522114347,1
0,0.1717714729696322,10000,1614,465,1614,0,10,0.7118959107806692,465,10,10,,0.28810408921933084,1
