run_id,regime,day,total_face_value,face_bucket_short,face_bucket_mid,face_bucket_long,total_cash,debt_to_money
balanced_active_a4b3a2f34b9c,active,0,200,80,80,40,22500.00000000000029999999999,0.008888888888888888770370370374
balanced_active_a4b3a2f34b9c,active,1,160,40,120,0,22500.30000000000029999999999,0.007111016297560476876605872402
balanced_active_a4b3a2f34b9c,active,2,160,80,80,0,22500.30000000000029999999999,0.007111016297560476876605872402
balanced_active_a4b3a2f34b9c,active,3,120,40,80,0,22500.30000000000029999999999,0.005333262223170357657454404301
balanced_active_a4b3a2f34b9c,active,4,120,80,40,0,22500.30000000000029999999999,0.005333262223170357657454404301
balanced_active_a4b3a2f34b9c,active,5,80,40,40,0,22500.30000000000029999999999,0.003555508148780238438302936201
balanced_active_a4b3a2f34b9c,active,6,80,80,0,0,22500.30000000000029999999999,0.003555508148780238438302936201
balanced_active_a4b3a2f34b9c,active,7,40,40,0,0,22500.30000000000029999999999,0.001777754074390119219151468100
balanced_active_a4b3a2f34b9c,active,8,40,40,0,0,22500.30000000000029999999999,0.001777754074390119219151468100
balanced_active_a4b3a2f34b9c,active,9,0,0,0,0,22500.30000000000029999999999,0E+23
