run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_775dc9513212,active,H1,PAY_02a81e587e2c,1,3361,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H1,PAY_1c680e1c6bcc,1,500,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H2,PAY_c7556f85c4cb,1,2001,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H2,PAY_91c6146df5f1,1,500,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H3,PAY_9d3d50187110,1,2532,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H3,PAY_d4063ff5e522,1,500,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H4,PAY_de3e4ebbea52,1,299,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H4,PAY_e288c25d04f7,1,500,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H5,PAY_12597f1d778b,1,4304,repaid,0,0,0,no_trade
balanced_active_775dc9513212,active,H5,PAY_7a9348e9fe1b,1,500,repaid,0,0,0,no_trade
