G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
2081.0,0.9078886869964733,8250.0,10331,0,10331,0,1,1,0,2,1,,0,
0,0.509718243517468,8250.0,1162,0,1162,0,3,1,0,2,1,,0,
0,0.6693269650227626,8250.0,2392,0,2392,0,5,1,0,2,1,,0,
0,0.737490869247626,8250.0,592,0,592,0,7,1,0,2,1,,0,
0,0.9260355029585798,8250.0,520,0,520,0,9,1,0,2,1,,0,
