G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12084691358024692,40000,900,900,900,0,1,0,900,10,10,,1,1
0,0.12855549976370512,40000,736,736,736,0,2,0,736,10,10,,1,1
0,0.1335531276931916,40000,944,944,944,0,3,0,944,10,10,,1,1
0,0.1504548010163833,40000,958,958,958,0,4,0,958,10,10,,1,1
0,0.14846848743823254,40000,1322,1322,1322,0,5,0,1322,10,10,,1,1
0,0.13903418353167607,40000,982,982,982,0,6,0,982,10,10,,1,1
0,0.13726240451111038,40000,903,903,903,0,7,0,903,10,10,,1,1
0,0.1279687315377392,40000,802,802,802,0,8,0,802,10,10,,1,1
0,0.18077112174279802,40000,1266,801,1266,0,9,0.36729857819905215,801,10,10,,0.6327014218009479,1
0,0.12935194913209608,40000,1139,1139,1139,0,10,0,1139,10,10,,1,1
