run_id,phase,seed,n_agents,kappa,concentration,mu,monotonicity,maturity_days,Q_total,S1,L0,scenario_yaml,events_jsonl,balances_csv,metrics_csv,metrics_html,run_html,default_handling,dealer_enabled,status,time_to_stability,phi_total,delta_total,error
balanced_passive_d2f9bb3b1ca4,balanced_passive,42,100,0.25,0.2,0,0,10,10000,14999.99999999999999999999999,51875.00000000000000000000000,../runs/balanced_passive_d2f9bb3b1ca4/scenario.yaml,../runs/balanced_passive_d2f9bb3b1ca4/out/events.jsonl,../runs/balanced_passive_d2f9bb3b1ca4/out/balances.csv,../runs/balanced_passive_d2f9bb3b1ca4/out/metrics.csv,../runs/balanced_passive_d2f9bb3b1ca4/out/metrics.html,../runs/balanced_passive_d2f9bb3b1ca4/run.html,fail-fast,False,completed,1,0.09294550317619525242393848211,0.9070544968238047475760615179,
balanced_passive_3be4254cbd09,balanced_passive,43,100,0.25,0.2,0.25,0,10,10000,14999.99999999999999999999999,51875.00000000000000000000000,../runs/balanced_passive_3be4254cbd09/scenario.yaml,../runs/balanced_passive_3be4254cbd09/out/events.jsonl,../runs/balanced_passive_3be4254cbd09/out/balances.csv,../runs/balanced_passive_3be4254cbd09/out/metrics.csv,../runs/balanced_passive_3be4254cbd09/out/metrics.html,../runs/balanced_passive_3be4254cbd09/run.html,fail-fast,False,completed,9,0.1842914438502673796791443850,0.8157085561497326203208556150,
balanced_passive_d532b1e884b6,balanced_passive,44,100,0.25,0.2,0.5,0,10,10000,15000.00000000000000000000000,51875.00000000000000000000000,../runs/balanced_passive_d532b1e884b6/scenario.yaml,../runs/balanced_passive_d532b1e884b6/out/events.jsonl,../runs/balanced_passive_d532b1e884b6/out/balances.csv,../runs/balanced_passive_d532b1e884b6/out/metrics.csv,../runs/balanced_passive_d532b1e884b6/out/metrics.html,../runs/balanced_passive_d532b1e884b6/run.html,fail-fast,False,completed,9,0.04380391894603089681000468135,0.9561960810539691031899953187,
balanced_passive_2c6570672add,balanced_passive,45,100,0.25,0.2,0.75,0,10,10000,15000.00000000000000000000001,51875.00000000000000000000000,../runs/balanced_passive_2c6570672add/scenario.yaml,../runs/balanced_passive_2c6570672add/out/events.jsonl,../runs/balanced_passive_2c6570672add/out/balances.csv,../runs/balanced_passive_2c6570672add/out/metrics.csv,../runs/balanced_passive_2c6570672add/out/metrics.html,../runs/balanced_passive_2c6570672add/run.html,fail-fast,False,completed,10,0.04691259021651964715316760225,0.9530874097834803528468323978,
balanced_passive_536b6cc06e94,balanced_passive,46,100,0.25,0.2,1,0,10,10000,15000.13066881029056707492937,51875.00000000000000000000000,../runs/balanced_passive_536b6cc06e94/scenario.yaml,../runs/balanced_passive_536b6cc06e94/out/events.jsonl,../runs/balanced_passive_536b6cc06e94/out/balances.csv,../runs/balanced_passive_536b6cc06e94/out/metrics.csv,../runs/balanced_passive_536b6cc06e94/out/metrics.html,../runs/balanced_passive_536b6cc06e94/run.html,fail-fast,False,completed,10,0.03215670544190399786067656104,0.9678432945580960021393234390,
balanced_passive_be716fc6d676,balanced_passive,47,100,0.25,0.5,0,0,10,10000,14999.99999999999999999999999,51875.00000000000000000000000,../runs/balanced_passive_be716fc6d676/scenario.yaml,../runs/balanced_passive_be716fc6d676/out/events.jsonl,../runs/balanced_passive_be716fc6d676/out/balances.csv,../runs/balanced_passive_be716fc6d676/out/metrics.csv,../runs/balanced_passive_be716fc6d676/out/metrics.html,../runs/balanced_passive_be716fc6d676/run.html,fail-fast,False,completed,1,0.3091432011236706574811049428,0.6908567988763293425188950572,
balanced_passive_35ebb48fc1e8,balanced_passive,48,100,0.25,0.5,0.25,0,10,10000,15000.00000000000000000000001,51875.00000000000000000000000,../runs/balanced_passive_35ebb48fc1e8/scenario.yaml,../runs/balanced_passive_35ebb48fc1e8/out/events.jsonl,../runs/balanced_passive_35ebb48fc1e8/out/balances.csv,../runs/balanced_passive_35ebb48fc1e8/out/metrics.csv,../runs/balanced_passive_35ebb48fc1e8/out/metrics.html,../runs/balanced_passive_35ebb48fc1e8/run.html,fail-fast,False,completed,9,0.05771417106935063198020464122,0.9422858289306493680197953588,
balanced_passive_5529643eb0b9,balanced_passive,49,100,0.25,0.5,0.5,0,10,10000,15000.00000000000000000000000,51875.00000000000000000000000,../runs/balanced_passive_5529643eb0b9/scenario.yaml,../runs/balanced_passive_5529643eb0b9/out/events.jsonl,../runs/balanced_passive_5529643eb0b9/out/balances.csv,../runs/balanced_passive_5529643eb0b9/out/metrics.csv,../runs/balanced_passive_5529643eb0b9/out/metrics.html,../runs/balanced_passive_5529643eb0b9/run.html,fail-fast,False,completed,9,0.2400534938147776663323303243,0.7599465061852223336676696757,
balanced_passive_9bfb57f60772,balanced_passive,50,100,0.25,0.5,0.75,0,10,10000,14999.99999999999999999999998,51875.00000000000000000000000,../runs/balanced_passive_9bfb57f60772/scenario.yaml,../runs/balanced_passive_9bfb57f60772/out/events.jsonl,../runs/balanced_passive_9bfb57f60772/out/balances.csv,../runs/balanced_passive_9bfb57f60772/out/metrics.csv,../runs/balanced_passive_9bfb57f60772/out/metrics.html,../runs/balanced_passive_9bfb57f60772/run.html,fail-fast,False,completed,10,0.06741573033707865168539325843,0.9325842696629213483146067416,
balanced_passive_8d03edc68902,balanced_passive,51,100,0.25,0.5,1,0,10,10000,14999.99999999999999999999999,51875.00000000000000000000000,../runs/balanced_passive_8d03edc68902/scenario.yaml,../runs/balanced_passive_8d03edc68902/out/events.jsonl,../runs/balanced_passive_8d03edc68902/out/balances.csv,../runs/balanced_passive_8d03edc68902/out/metrics.csv,../runs/balanced_passive_8d03edc68902/out/metrics.html,../runs/balanced_passive_8d03edc68902/run.html,fail-fast,False,completed,10,0.2598140841302748612318598275,0.7401859158697251387681401725,
