run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_ca971feb72b0,active,H2,PAY_0cf064d0d7bc,1,1195,repaid,0,1,2337.50,sell_before
balanced_active_ca971feb72b0,active,H2,PAY_5f1c6f62d6ef,1,500,repaid,0,1,2337.50,sell_before
