G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,1,5625.0,500,500,500,0,1,0,500,1,1,,1,1
0,1,5625.0,500,500,500,0,2,0,500,1,1,,1,1
6937.0,0.9235633322088149,5625.0,12562,0,12562,0,4,1,0,2,1,,0,
0,1,5625.0,500,0,500,0,5,1,0,1,1,,0,
0,0.5022603303761295,5625.0,937,0,937,0,8,1,0,2,1,,0,
