P_prefix,amount,day,payee,payer,step
93,93,2,H2,H1,1
136,43,2,H32,H31,2
151,15,2,H42,H41,3
164,13,2,H72,H71,4
198,34,2,H92,H91,5
95,95,3,dealer_short,H10,1
181,86,3,dealer_short,H30,2
384,203,3,H51,H50,3
509,125,3,H61,H60,4
563,54,3,H71,H70,5
98,98,4,dealer_short,H29,1
118,20,4,dealer_short,H39,2
128,10,4,dealer_short,H79,3
14,14,5,dealer_short,H18,1
79,65,5,dealer_short,H28,2
184,105,5,H39,H38,3
229,45,5,H49,H48,4
307,78,5,dealer_short,H68,5
431,124,5,H79,H78,6
21,21,6,dealer_short,H7,1
58,37,6,dealer_short,H27,2
127,69,6,dealer_short,H47,3
258,131,6,H88,H87,4
35,35,7,dealer_short,H16,1
136,101,7,dealer_short,H26,2
200,64,7,dealer_short,H36,3
272,72,7,dealer_short,H46,4
290,18,7,dealer_short,H56,5
312,22,7,dealer_short,H66,6
326,14,7,dealer_short,H96,7
16,16,8,dealer_short,H5,1
94,78,8,dealer_short,H15,2
208,114,8,dealer_short,H25,3
258,50,8,dealer_short,H35,4
403,145,8,dealer_short,H45,5
488,85,8,H56,H55,6
554,66,8,dealer_short,H85,7
697,143,8,H96,H95,8
42,42,9,dealer_short,H34,1
110,68,9,dealer_short,H64,2
121,11,9,dealer_short,H74,3
182,61,9,dealer_short,H84,4
365,183,9,dealer_short,H94,5
46,46,10,dealer_short,H23,1
54,8,10,dealer_short,H53,2
101,47,10,dealer_short,H63,3
122,21,10,H74,H73,4
