run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_fac8427d9478,active,H2,PAY_3cfbd4192a13,1,450,repaid,0,0,0,no_trade
balanced_active_fac8427d9478,active,H2,PAY_df6163ca6a87,1,500,repaid,0,0,0,no_trade
