run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_3ae8ecf2dc4e,active,H2,PAY_552425931b65,1,4790,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H2,PAY_36d45294aaae,1,500,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H5,PAY_6271b59caf56,3,3612,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H5,PAY_fc5f8e193bce,3,500,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H3,PAY_fc7bc117d87f,5,1567,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H3,PAY_a95fd41bfaaf,5,500,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H1,PAY_e777e84171ea,7,197,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H1,PAY_307caa2e7477,7,500,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H4,PAY_f390738f2556,9,2332,repaid,0,0,0,no_trade
balanced_active_3ae8ecf2dc4e,active,H4,PAY_5357af524368,9,500,repaid,0,0,0,no_trade
