run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_2ac5136d61a1,active,H2,PAY_f6255da4d10f,1,616,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H2,PAY_44823b456ae2,1,500,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H1,PAY_872a3fae5193,2,3459,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H1,PAY_d0abf9aadfc5,2,500,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H5,PAY_bfa8f8b95278,8,1846,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H5,PAY_ff7038571d30,8,500,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H4,PAY_21eb88f1809f,9,3656,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H4,PAY_db13743c2a91,9,500,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H3,PAY_289fe4a71bf6,10,2919,repaid,0,0,0,no_trade
balanced_active_2ac5136d61a1,active,H3,PAY_30c1a1985aa2,10,500,repaid,0,0,0,no_trade
