G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.09448711476067088,6643,1468,55,1468,0,1,0.9625340599455041,55,13,10,,0.03746594005449591,1
0,0.14002910845464298,6643,1652,0,1652,0,2,1,0,13,10,,0,
0,0.0985457390260631,6643,1728,0,1728,0,3,1,0,13,10,,0,
0,0.11516525349236616,6643,1884,0,1884,0,4,1,0,13,10,,0,
0,0.10403466483011937,6643,1320,0,1320,0,5,1,0,13,10,,0,
0,0.09558847188784819,6643,1443,0,1443,0,6,1,0,13,10,,0,
0,0.11430160806056476,6643,1165,0,1165,0,7,1,0,13,10,,0,
0,0.09145690189361383,6643,1339,0,1339,0,8,1,0,13,10,,0,
0,0.10714032720526227,6643,1540,0,1540,0,9,1,0,13,10,,0,
0,0.10985619218442118,6643,1411,0,1411,0,10,1,0,13,10,,0,
