G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.14552874809334287,40000,1281,1281,1281,0,1,0,1281,10,10,,1,1
0,0.17662875880595377,40000,1528,1065,1528,0,2,0.3030104712041885,1065,10,10,,0.6969895287958116,1
0,0.181381491684522,40000,495,495,495,0,3,0,495,10,10,,1,1
0,0.15057836153222656,40000,851,851,851,0,4,0,851,10,10,,1,1
0,0.18093439028503963,40000,770,770,770,0,5,0,770,10,10,,1,1
0,0.16630127824019025,40000,928,928,928,0,6,0,928,10,10,,1,1
0,0.18568857416568962,40000,1496,1072,1496,0,7,0.28342245989304815,1072,10,10,,0.7165775401069518,1
0,0.17444196566132153,40000,1027,1027,1027,0,8,0,1027,10,10,,1,1
0,0.13091666000682936,40000,742,742,742,0,9,0,742,10,10,,1,1
0,0.12036775747190133,40000,827,827,827,0,10,0,827,10,10,,1,1
