G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.10810116699539776,16356,1872,0,1872,0,1,1,0,13,10,,0,
0,0.10679840824283149,16356,1426,0,1426,0,2,1,0,13,10,,0,
0,0.0916811318627826,16356,1661,0,1661,0,3,1,0,13,10,,0,
0,0.11349531534025777,16356,1659,0,1659,0,4,1,0,13,10,,0,
0,0.1178917088881603,16356,1486,0,1486,0,5,1,0,13,10,,0,
0,0.09620851212758053,16356,1723,0,1723,0,6,1,0,13,10,,0,
0,0.18909364116064253,16356,1172,0,1172,0,7,1,0,13,10,,0,
0,0.08378967879300389,16356,1047,0,1047,0,8,1,0,13,10,,0,
0,0.15200898253210707,16356,1622,0,1622,0,9,1,0,13,10,,0,
0,0.10750876775192593,16356,1283,0,1283,0,10,1,0,13,10,,0,
