G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.12542888074962358,6436,2455,110,2455,0,1,0.955193482688391,110,13,10,,0.04480651731160896,1
0,0.10096658692879425,6436,1169,0,1169,0,2,1,0,12,10,,0,
0,0.10457289416341685,6436,1308,0,1308,0,3,1,0,13,10,,0,
0,0.14563185162511763,6436,1485,0,1485,0,4,1,0,13,10,,0,
0,0.143232,6436,2000,0,2000,0,5,1,0,13,10,,0,
0,0.13240175156492767,6436,1871,0,1871,0,6,1,0,13,10,,0,
0,0.12920875638654689,6436,983,0,983,0,7,1,0,13,10,,0,
0,0.14390578435493104,6436,1317,0,1317,0,8,1,0,13,10,,0,
0,0.12090009478427681,6436,963,0,963,0,9,1,0,13,10,,0,
0,0.1481042848580882,6436,1396,0,1396,0,10,1,0,13,10,,0,
