run_id,regime,trader_id,liability_id,maturity_day,face_value,outcome,buy_count,sell_count,net_cash_pnl,strategy
balanced_active_6149e0c9f92d,active,H1,PAY_c2edf01b182e,1,1015,repaid,0,1,1939.50,sell_before
balanced_active_6149e0c9f92d,active,H2,PAY_4eac020306b1,1,1930,repaid,0,1,913.50,sell_before
