G_t,HHIplus_t,M_t,Mbar_t,Mpeak_t,S_t,alpha_t,day,delta_t,gross_settled_t,n_creditors,n_debtors,notes,phi_t,v_t
0,0.1477902461270574,15429,1076,0,1076,0,1,1,0,11,10,,0,
0,0.30611006933617846,15429,3067,0,3067,0,2,1,0,12,10,,0,
0,0.1865310355963142,15429,1047,0,1047,0,3,1,0,13,10,,0,
0,0.10768448290584012,15429,1038,0,1038,0,4,1,0,12,10,,0,
0,0.15617154044493092,15429,842,0,842,0,5,1,0,11,10,,0,
0,0.4320380685057673,15429,1510,0,1510,0,6,1,0,12,10,,0,
0,0.19862873496591923,15429,2169,0,2169,0,7,1,0,13,10,,0,
0,0.1470936196069881,15429,2001,0,2001,0,8,1,0,13,10,,0,
0,0.1348984797469646,15429,990,0,990,0,9,1,0,12,10,,0,
0,0.15522564815483741,15429,1217,0,1217,0,10,1,0,12,10,,0,
